id,sentence,label
4363,"they don't realize until it is too late that the party they are having is , in fact , a wake . 
",subjectivity

4364,"the story revolves around lucy kelson ( bullock ) , a brilliant but neurotic attorney , and her client ( grant ) , who is "" charming , irresponsible and fabulously wealthy . "" 
",subjectivity

4365,"this was also a time , in the midst of a chaotic , decaying environment , when a man tried to cope with the loss of his former lover . 
",subjectivity

4366,"rosetta projects seduction scenes from movie clips onto ruby , which absorbs as she sleeps . 
",subjectivity

4367,"tonight there's a dancing competition at the hottest salsa restaurant in copenhagen . 
",subjectivity

4368,"jacki resolves to play this one last gig and then throw in the towel if she does not find success . 
",subjectivity

4369,"his life is a whirl of seedy bars , seedier girlfriends and a wife two towns away . 
",subjectivity

4370,"new york fashion designer melanie carmichael suddenly finds herself engaged to the city's most eligible bachelor . 
",subjectivity

4371,"the career of a disillusioned producer , who is desperate for a hit , is endangered when his star walks off the film set . 
",subjectivity

4372,"writer-director steven soderbergh follows up ocean's 11 with the low-budget 'full frontal' , his first digitally shot film . 
",subjectivity

4373,"but sam decker still has a few tricks to teach the kids , and he's got some thingfs to learn from them . 
",subjectivity

4374,"whenever the victim watches it , the phone rings , telling them they have only one week to live . 
",subjectivity

4375,"contributors include : director mimi leder , editor anne v . coates , producer gail katz and director claudia weill . 
",subjectivity

4376,"with just hours left , can the code be broken to save the world from total annihilation ? 
",subjectivity

4377,"gigli abducts the brother from his mental hospital and holds him hostage in his apartment . 
",subjectivity

4378,"also henry coville , an inscrutable professional whiskey-runner , and rat kinneson , quebec bill's perpetually disconsolate hired man . 
",subjectivity

4379,"chomsky's voice may be unpopular , but his incisive arguments , based on decades of research and analysis , are heard and considered in this chronicle comprised of interview footage , and various talks he's given . 
",subjectivity

4380,"after leoncio's death , robert feels terribly sorry for annie especially when he discovers that she is suffering from schizophrenia . 
",subjectivity

4381,"unfortunatly fate was not on his side because problems on location caused the film to go bankrupt within 12 days of shooting . 
",subjectivity

4382,"unable to resist the sexual lure of the maenads' holy eroticism , pentheus attempts to join in only to be torn , literally limb from limb , by the frenzied bacchae . 
",subjectivity

4383,"they , the teen learns , have discovered a spring that makes them immortal . 
",subjectivity

4384,"peckerhead try to brainwash all the gays into being heterosexuals . . . 
",subjectivity

4385,"but as she comes home , she opens a mysterious door that leads her to an artificial world : the holo-deck . 
",subjectivity

4386," "" underground poets railroad "" is equal parts concert film of performances at universities , churches , fire stations and national monuments across the country ; road trip documentary ; and , ultimately , a tribute to the 12 black firefighters who gave their lives on september 11 . 
",subjectivity

4387,"set in the early 1970's , this is the tale of a young man whose fiancee has been killed , but who finds himself falling for another woman even while he is still living with his fiancee's grieving parents and being drawn into the legal battle to bring her killer to justice . 
",subjectivity

4388,"separated from his wife , louis will be given the opportunity to find out what is most important . . . 
",subjectivity

4389,"as young julien , his family and a group of friends traverse the french countryside after fleeing the institution they called home , julien must deal with his father's extreme violence and his mother's rosy fantasies and once again form a family that society tries to forget . 
",subjectivity

4390,"family ties and mob allegiances become confused as betrayals , reprisals , and changes of heart set the stage for an unexpected climax . 
",subjectivity

4391,"as he returns to moscow he finds a new world ruled by underworld bosses , criminal clans fighting each other and utter chaos on the desperately keeping appearances streets of russian capital . 
",subjectivity

4392,"rounding out the romantic possibilities is bobby , the bartender who flirts with beth . 
",subjectivity

4393,"on november 12th 2001 , aspiring documentary filmmaker griffin mack began to capture the story of this elusive rising star . 
",subjectivity

4394,"that is , until he falls in love with a cocktail waitress ( maria bello ) and gets "" lady luck , "" which throws the situation into reverse . 
",subjectivity

4395,"but someone has been watching , and they've had enough . . . 
",subjectivity

4396,"zero , who , like many hong kong youngsters , has a handful of unsteady jobs . 
",subjectivity

4397,"the story goes that she can't go in the light , and if you wake up and see her , she'll kill you . 
",subjectivity

4398,"arrests of his posse are piling up and profits are plummeting . 
",subjectivity

4399,"they wander around japan in panda outfits , wreak havoc on a once civilized golf court , they even do stunts involving live alligators , and so on . 
",subjectivity

4400,"in depression-era chicago hitman michael sullivan is known to friends and enemies alike as the angel of death . 
",subjectivity

4401,"she's aided by his faithful bodyguard , with whom she soon falls in love . 
",subjectivity

4402,"second in a three-part anthology on relationships between humans and aliens . 
",subjectivity
